,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Age_Years,Is_Active
508,Full-Time,Zone C,Full-Time,IT/IS,Aerial,MA,Lineman,Male,97304,White,Widowed,,1
2492,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Administrative,Female,29718,White,Single,36.48,1
2992,Contract,Zone C,Temporary,Production       ,General - Con,MA,Foreman,Female,39578,Black,Divorced,72.64,1
1713,Contract,Zone A,Part-Time,Production       ,Engineers,MA,Supervisor,Female,74489,Black,Widowed,,1
1972,Full-Time,Zone B,Part-Time,Production       ,Wireline Construction,MA,Driver,Male,2777,White,Married,,1
195,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Female,75607,Hispanic,Divorced,,1
1576,Contract,Zone B,Part-Time,Production       ,Shop (Fleet),MA,Welder,Female,48650,Other,Married,39.98,0
1398,Contract,Zone A,Part-Time,Production       ,Splicing,MA,Laborer,Male,45326,White,Married,28.64,1
64,Contract,Zone B,Full-Time,Sales,Field Operations,TX,Driver,Male,39504,White,Widowed,51.9,1
2879,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Male,78658,White,Married,,0
231,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Technician,Female,95682,Black,Divorced,,1
2884,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Project Manager,Female,15819,Black,Widowed,50.08,1
537,Part-Time,Zone A,Temporary,IT/IS,Aerial,MA,Lineman,Male,21007,Black,Single,,0
2461,Contract,Zone A,Temporary,Production       ,Wireless,MA,Foreman,Female,74469,White,Widowed,,0
1111,Contract,Zone B,Full-Time,Production       ,Splicing,MA,Splicer,Male,27010,White,Widowed,,1
550,Full-Time,Zone A,Full-Time,IT/IS,Wireline Construction,MA,Apprentice,Female,41670,Black,Divorced,,1
606,Contract,Zone B,Full-Time,Software Engineering,Field Operations,MA,Operator,Male,71808,Other,Single,,1
1561,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Female,97548,Black,Single,,1
731,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Technician,Male,96001,Asian,Widowed,66.74,0
41,Contract,Zone B,Temporary,Sales,Wireline Construction,KY,Foreman,Female,45453,Black,Single,,1
2122,Contract,Zone A,Part-Time,IT/IS,Field Operations,MA,Project Manager,Female,51516,White,Divorced,61.74,1
1149,Full-Time,Zone C,Full-Time,Production       ,Aerial,MA,Lineman,Male,74406,Black,Married,,0
437,Contract,Zone A,Full-Time,IT/IS,Aerial,MA,Laborer,Female,32977,Other,Married,,0
153,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Foreman,Male,41016,Other,Married,,1
2046,Contract,Zone B,Full-Time,Production       ,Corp Operations,MA,Administrative,Male,55005,Hispanic,Single,,1
917,Part-Time,Zone A,Part-Time,Admin Offices,General - Con,MA,Foreman,Male,93554,White,Single,,1
2026,Full-Time,Zone C,Full-Time,Production       ,Underground,MA,Laborer,Male,70878,Other,Widowed,,1
2289,Contract,Zone A,Temporary,Sales,Executive,MA,Ceo,Female,22894,Asian,Widowed,,1
920,Part-Time,Zone B,Full-Time,IT/IS,General - Con,MA,Coordinator,Male,54734,Hispanic,Married,,1
2489,Part-Time,Zone C,Temporary,Production       ,General - Sga,MA,Administrator,Male,92604,White,Single,,0
2032,Full-Time,Zone A,Temporary,Production       ,Field Operations,RI,Laborer,Female,89047,Asian,Married,29.24,1
2736,Contract,Zone A,Full-Time,Production       ,Catv,MA,Laborer,Male,57484,Black,Married,,1
1482,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Groundman,Female,68175,White,Widowed,,1
1721,Full-Time,Zone A,Full-Time,Production       ,Splicing,MA,Splicer,Female,75427,Black,Widowed,,1
655,Part-Time,Zone B,Part-Time,Software Engineering,General - Con,MA,Technician,Male,84761,Other,Married,48.83,1
716,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Lineman,Female,46695,Hispanic,Widowed,,1
540,Full-Time,Zone A,Temporary,IT/IS,Finance & Accounting,MA,Administration,Female,10856,Black,Married,,1
2982,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),MA,Laborer,Male,82704,Asian,Divorced,,1
2154,Full-Time,Zone A,Full-Time,Sales,Field Operations,AL,Laborer,Male,36006,Other,Divorced,54.06,1
933,Contract,Zone B,Full-Time,IT/IS,Field Operations,MA,Technician,Male,27367,Asian,Divorced,,1
209,Contract,Zone B,Temporary,Production       ,Catv,MA,Supervisor,Male,10775,Asian,Divorced,,1
2831,Part-Time,Zone B,Temporary,Production       ,Aerial,MA,Foreman,Male,27959,White,Single,,1
2100,Full-Time,Zone A,Temporary,IT/IS,Engineers,MA,Project Manager,Male,61715,Asian,Married,,1
626,Contract,Zone C,Full-Time,Software Engineering,Project Management - Con,MA,Project Manager,Female,43336,Hispanic,Divorced,,1
1750,Full-Time,Zone A,Full-Time,Production       ,Catv,MA,Supervisor,Male,35807,Asian,Single,73.89,1
1909,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Foreman,Female,61633,Other,Single,40.57,1
1687,Contract,Zone C,Part-Time,Production       ,Engineers,MA,Project Manager,Female,38475,White,Single,,1
43,Contract,Zone C,Part-Time,Sales,Field Operations,TX,Technician,Female,12491,Black,Married,,0
1563,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Female,46806,Black,Divorced,,1
422,Contract,Zone A,Part-Time,IT/IS,General - Con,MA,Foreman,Female,78801,White,Widowed,,1
1964,Part-Time,Zone B,Full-Time,IT/IS,Splicing,MA,Splicer,Female,44623,Asian,Widowed,60.16,1
814,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Female,46736,Black,Married,,0
2459,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Supervisor,Male,93231,Asian,Married,,1
947,Part-Time,Zone B,Temporary,IT/IS,Aerial,MA,Foreman,Female,78109,White,Married,82.06,1
252,Full-Time,Zone A,Full-Time,Production       ,Engineers,MA,Engineer,Male,54017,Asian,Divorced,,1
377,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Lineman,Female,17561,Hispanic,Single,,1
1636,Contract,Zone B,Full-Time,Production       ,Aerial,MA,Groundman,Female,72585,Hispanic,Married,,1
676,Full-Time,Zone C,Temporary,Production       ,Splicing,MA,Splicer,Male,1938,Asian,Widowed,67.91,0
2134,Contract,Zone B,Temporary,IT/IS,General - Con,MA,Laborer,Male,33873,Hispanic,Married,68.15,1
2292,Contract,Zone C,Temporary,Sales,Finance & Accounting,AZ,Intern,Male,35738,Hispanic,Divorced,28.16,1
281,Full-Time,Zone C,Part-Time,Production       ,Fielders,MA,Engineer,Male,13899,Black,Married,,1
1827,Full-Time,Zone A,Part-Time,IT/IS,General - Sga,MA,Administrator,Female,44031,Hispanic,Single,,1
708,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Principal,Male,7440,Other,Widowed,,1
2367,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Male,1877,Hispanic,Single,,1
1860,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Technician,Female,2110,White,Single,,1
2018,Contract,Zone B,Temporary,Production       ,General - Con,MA,Technician,Female,55950,Asian,Widowed,,1
2694,Part-Time,Zone C,Full-Time,Production       ,Project Management - Con,MA,Project Manager,Female,58015,Black,Single,,1
756,Part-Time,Zone A,Full-Time,Production       ,Catv,MA,Technician,Female,64083,Black,Married,,1
2262,Part-Time,Zone C,Part-Time,Sales,Wireline Construction,AZ,Foreman,Male,72339,Other,Single,70.32,1
1282,Full-Time,Zone C,Temporary,IT/IS,General - Sga,OR,Manager,Male,55354,Black,Married,,1
524,Contract,Zone A,Temporary,IT/IS,Wireline Construction,MA,Groundman,Female,2127,Asian,Divorced,63.48,0
1481,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Female,71466,White,Widowed,,1
829,Contract,Zone A,Temporary,Production       ,Wireline Construction,MA,Laborer,Female,16520,White,Widowed,,1
28,Full-Time,Zone C,Temporary,Sales,Project Management - Eng,KY,Manager,Male,3763,Other,Widowed,,1
395,Full-Time,Zone B,Part-Time,Executive Office,General - Con,MA,Technician,Male,56727,Hispanic,Divorced,,1
2463,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Director,Male,89622,Black,Single,,1
484,Full-Time,Zone A,Part-Time,IT/IS,Splicing,CT,Splicer,Male,68952,White,Widowed,,1
262,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Male,95832,Asian,Married,,1
1381,Part-Time,Zone A,Part-Time,Production       ,Splicing,MA,Coordinator,Female,37289,Black,Married,,1
2682,Full-Time,Zone A,Temporary,Production       ,Fielders,MA,Engineer,Female,93749,White,Married,,1
2596,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Technician,Female,46410,Black,Widowed,,0
1065,Full-Time,Zone B,Temporary,Production       ,Engineers,MA,Engineer,Male,73153,Other,Divorced,69.39,1
2002,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Male,68494,Black,Widowed,25.99,1
2229,Part-Time,Zone B,Part-Time,Sales,Aerial,AZ,Splicer,Male,71509,Hispanic,Single,67.25,1
2745,Contract,Zone C,Part-Time,Production       ,Shop (Fleet),MA,Mechanic,Female,41155,Asian,Divorced,41.32,1
2774,Part-Time,Zone A,Part-Time,Production       ,Aerial,MA,Technician,Female,2043,Asian,Widowed,,1
1197,Full-Time,Zone A,Temporary,IT/IS,Field Operations,MA,Top Hand,Male,1887,White,Widowed,,1
1168,Part-Time,Zone A,Full-Time,Production       ,General - Eng,MA,Administrative,Female,75995,Black,Married,55.15,1
2238,Contract,Zone A,Part-Time,Sales,Splicing,NY,Splicer,Male,33859,Hispanic,Married,,1
1421,Contract,Zone C,Part-Time,Production       ,Engineers,MA,Engineer,Male,40621,Black,Divorced,,1
267,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Specialist,Female,94278,Hispanic,Married,63.16,0
2602,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,MA,Clerk,Female,5819,Asian,Widowed,,1
1181,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Technician,Female,20625,White,Widowed,,1
183,Part-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Laborer,Female,51430,Other,Single,51.5,1
1514,Contract,Zone A,Part-Time,Sales,Engineers,PA,Engineer,Female,13977,Hispanic,Widowed,83.56,1
1660,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Laborer,Female,11105,Black,Widowed,,1
1157,Contract,Zone B,Part-Time,Production       ,Fielders,MA,Engineer,Female,2053,White,Married,,1
2064,Contract,Zone A,Full-Time,Software Engineering,General - Con,MA,Flagger,Male,16917,Black,Single,,1
1711,Contract,Zone C,Temporary,Production       ,Project Management - Con,MA,Evp,Female,69346,Hispanic,Divorced,58.15,1
1808,Full-Time,Zone B,Full-Time,IT/IS,Shop (Fleet),MA,Model Assistant,Female,37994,Other,Single,,1
1343,Part-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Director,Male,2072,Hispanic,Single,53.67,1
2426,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Operator,Male,70147,Other,Widowed,30.58,0
1019,Full-Time,Zone B,Temporary,Production       ,Aerial,MA,Driver,Female,68233,White,Married,27.24,0
1466,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Clerk,Male,84422,White,Divorced,,1
2036,Part-Time,Zone A,Part-Time,Production       ,Fielders,MA,Engineer,Female,27705,Hispanic,Widowed,38.83,1
1081,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Lineman,Female,64063,White,Single,,1
918,Full-Time,Zone A,Full-Time,Admin Offices,Fielders,MA,Engineer,Male,85275,Other,Single,,1
2859,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Project Manager,Female,70949,White,Divorced,,1
1375,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Driller,Female,1741,Other,Divorced,,1
513,Contract,Zone B,Full-Time,IT/IS,General - Con,MA,Technician,Male,2148,Other,Divorced,66.32,1
4,Contract,Zone A,Temporary,Sales,General - Con,FL,Laborer,Female,33174,Other,Married,,1
2142,Full-Time,Zone C,Temporary,IT/IS,General - Con,MA,Laborer,Male,53854,Black,Single,,1
2086,Full-Time,Zone A,Full-Time,IT/IS,General - Eng,MA,Engineer,Male,6272,Asian,Divorced,,1
94,Contract,Zone C,Part-Time,Sales,General - Con,KY,Electrician,Female,51795,Asian,Divorced,,1
157,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Lineman,Female,2051,Other,Married,37.48,1
304,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Engineer,Male,73555,Hispanic,Single,26.74,1
1944,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Supervisor,Male,59104,White,Married,,1
2944,Full-Time,Zone A,Full-Time,Production       ,Wireless,MA,Manager,Female,5985,Hispanic,Married,,0
563,Contract,Zone C,Temporary,IT/IS,Safety,MA,Safety,Male,73329,White,Divorced,,0
1699,Part-Time,Zone C,Temporary,Production       ,Technology / It,MA,Helpdesk,Female,35121,Black,Married,,1
2708,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,MA,Administrative,Female,9790,White,Single,,1
1341,Contract,Zone C,Temporary,Production       ,Aerial,MA,Lineman,Female,73245,Black,Married,,1
58,Contract,Zone C,Full-Time,Sales,Field Operations,CO,Laborer,Male,23173,White,Widowed,,1
357,Contract,Zone A,Temporary,Production       ,Splicing,MA,Supervisor,Female,55514,White,Single,,1
1444,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Laborer,Female,51310,White,Widowed,28.31,1
370,Contract,Zone A,Full-Time,Production       ,Catv,MA,Splicer,Female,32969,Black,Married,,1
344,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Foreman,Male,65845,Asian,Married,,0
649,Contract,Zone C,Part-Time,Software Engineering,General - Eng,MA,Administrative,Female,29368,White,Widowed,,1
1007,Part-Time,Zone C,Part-Time,Production       ,Splicing,MA,Splicer,Female,88408,White,Divorced,,1
2469,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Laborer,Male,68059,Other,Divorced,,1
21,Full-Time,Zone A,Temporary,Sales,Engineers,TX,Specialist,Male,50705,Asian,Widowed,66.08,0
1821,Part-Time,Zone B,Temporary,IT/IS,Field Operations,MA,Laborer,Female,71142,Hispanic,Widowed,,1
668,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Engineer,Female,2176,Hispanic,Divorced,,1
404,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,CT,Laborer,Female,16260,Hispanic,Divorced,74.5,1
155,Part-Time,Zone B,Part-Time,Production       ,Yard (Material Handling),MA,Laborer,Male,90676,Asian,Widowed,56.31,1
186,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Laborer,Male,9241,Asian,Married,,1
869,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Administrator,Female,94411,Asian,Widowed,,0
1719,Full-Time,Zone A,Temporary,Production       ,Splicing,MA,Model Assistant,Female,73772,Other,Divorced,81.81,0
726,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Female,87428,Asian,Divorced,,0
365,Part-Time,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Male,50738,White,Married,26.41,1
302,Contract,Zone B,Part-Time,Production       ,Wireline Construction,MA,Supervisor,Male,69873,Other,Divorced,82.0,1
958,Full-Time,Zone C,Part-Time,Admin Offices,Field Operations,MA,Laborer,Female,37965,Hispanic,Divorced,58.32,1
1790,Part-Time,Zone A,Temporary,IT/IS,People Services,CT,Director,Female,52244,Hispanic,Divorced,,1
122,Full-Time,Zone C,Full-Time,Sales,Field Operations,GA,Technician,Female,72975,Black,Divorced,,1
2644,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Lineman,Female,34566,Black,Married,,1
295,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Male,80316,White,Married,,0
2782,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Technician,Male,2458,Hispanic,Widowed,,1
1370,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Laborer,Female,63255,Hispanic,Widowed,,1
2013,Contract,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Male,72975,Other,Divorced,,1
1366,Full-Time,Zone B,Temporary,Production       ,Executive,MA,Director,Female,77756,Hispanic,Single,,1
1994,Full-Time,Zone C,Part-Time,Production       ,Engineers,MA,Engineer,Female,70680,Asian,Married,38.82,1
2341,Part-Time,Zone B,Temporary,Production       ,Underground,MA,Operator,Male,2026,Asian,Married,,1
2376,Part-Time,Zone B,Part-Time,Production       ,General - Con,MA,Foreman,Female,13566,Asian,Married,59.82,1
2271,Contract,Zone B,Full-Time,Sales,Field Operations,NY,Operator,Male,46549,Hispanic,Single,56.0,1
996,Full-Time,Zone A,Full-Time,Production       ,Aerial,MA,Laborer,Female,3012,White,Single,32.08,1
1781,Full-Time,Zone B,Full-Time,IT/IS,Fielders,CT,Technician,Female,6040,Other,Married,,1
2536,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Driver,Male,1654,Other,Married,49.73,1
232,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Engineer,Male,86746,Other,Divorced,,1
2334,Contract,Zone C,Temporary,Production       ,Wireline Construction,MA,Laborer,Female,2121,Asian,Married,27.5,1
1855,Part-Time,Zone A,Full-Time,Production       ,Fielders,MA,Engineer,Male,1901,Asian,Single,,1
1443,Contract,Zone B,Full-Time,Production       ,Engineers,MA,Engineer,Female,73361,Hispanic,Married,,1
1267,Part-Time,Zone A,Temporary,IT/IS,Aerial,MA,Foreman,Male,82773,Asian,Married,63.73,0
923,Part-Time,Zone B,Temporary,Admin Offices,Field Operations,MA,Laborer,Female,45030,Black,Divorced,56.89,1
2741,Part-Time,Zone A,Full-Time,Production       ,Sales & Marketing,MA,Assistant,Male,86333,Hispanic,Married,,0
797,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,MA,Administrative,Male,71373,Hispanic,Married,,0
1899,Contract,Zone A,Temporary,Production       ,Project Management - Con,MA,Safety,Female,25257,Black,Single,,1
2479,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Male,87232,Asian,Divorced,45.17,1
2099,Contract,Zone C,Part-Time,IT/IS,Engineers,MA,Engineer,Female,88079,Other,Single,,1
2320,Part-Time,Zone B,Part-Time,Production       ,General - Con,MA,Lineman,Female,2109,Hispanic,Married,,1
249,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),MA,Associate,Male,35858,Black,Divorced,,1
77,Full-Time,Zone B,Part-Time,Sales,General - Con,CO,Laborer,Male,27992,Hispanic,Married,,1
634,Part-Time,Zone C,Part-Time,Software Engineering,General - Sga,MA,Specialist,Female,45515,Other,Single,,1
1380,Contract,Zone C,Full-Time,Production       ,Yard (Material Handling),MA,Lineman,Female,94163,White,Widowed,,1
1140,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Manager,Female,19999,Asian,Single,,1
520,Full-Time,Zone B,Full-Time,IT/IS,Field Operations,MA,Field Technician,Female,2026,Hispanic,Married,28.81,0
957,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,MA,Groundman,Female,14083,Other,Single,68.08,1
2707,Part-Time,Zone C,Full-Time,Production       ,Fielders,MA,Engineer,Female,2140,Hispanic,Married,,1
575,Part-Time,Zone A,Temporary,Software Engineering,Catv,MA,Foreman,Female,2135,Asian,Widowed,74.4,1
1135,Full-Time,Zone B,Temporary,Production       ,General - Sga,MA,Administrator,Female,3211,Black,Single,80.33,1
469,Part-Time,Zone B,Temporary,IT/IS,Engineers,MA,Project Manager,Female,2618,Other,Widowed,,1
2269,Contract,Zone A,Temporary,Sales,Project Management - Con,ID,Manager,Male,18726,Other,Married,71.33,1
2315,Full-Time,Zone B,Full-Time,Sales,Field Operations,NH,Foreman,Male,47497,Asian,Married,33.31,1
2883,Part-Time,Zone B,Part-Time,Production       ,Executive,MA,Vp,Female,53426,Asian,Married,,1
276,Part-Time,Zone A,Part-Time,Production       ,Engineers,MA,Engineer,Female,87563,White,Widowed,,1
2375,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Technician,Female,56662,White,Married,47.15,1
1337,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Engineer,Female,18917,Black,Married,75.92,1
1915,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Female,5298,Other,Single,,1
1251,Part-Time,Zone A,Part-Time,Admin Offices,Field Operations,MA,Technician,Female,59433,Black,Widowed,,1
1099,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Foreman,Female,13579,Other,Divorced,37.75,1
1999,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Foreman,Female,43373,White,Widowed,65.83,1
1060,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Operator,Female,31742,Asian,Widowed,,1
823,Contract,Zone B,Full-Time,Production       ,General - Sga,MA,Lineman,Female,70353,Black,Widowed,34.39,1
128,Full-Time,Zone C,Temporary,Sales,General - Eng,IN,Drafter,Female,48104,Hispanic,Widowed,36.17,1
188,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Manager,Male,74388,Asian,Divorced,,0
2281,Full-Time,Zone C,Part-Time,Sales,General - Con,TN,Foreman,Male,47846,Asian,Married,,1
2889,Part-Time,Zone C,Full-Time,Production       ,Catv,MA,Lineman,Female,37802,Hispanic,Widowed,49.14,0
1070,Contract,Zone C,Temporary,Production       ,Engineers,MA,Drafter,Male,26808,Black,Widowed,29.14,1
2624,Contract,Zone B,Temporary,Production       ,Underground,MA,Lineman,Female,96336,Asian,Widowed,,0
2058,Part-Time,Zone B,Part-Time,Software Engineering,Wireless,MA,Supervisor,Male,2184,White,Widowed,,1
2219,Contract,Zone A,Part-Time,Sales,Project Management - Con,ID,Manager,Male,87653,Black,Widowed,,1
2819,Part-Time,Zone C,Part-Time,Production       ,Safety,MA,Safety,Female,16673,White,Married,,0
601,Full-Time,Zone C,Part-Time,Software Engineering,General - Con,MA,Model Assistant,Male,2121,Asian,Single,,0
2552,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Female,2189,Other,Widowed,,1
2227,Full-Time,Zone C,Temporary,Sales,General - Con,MA,Operator,Male,97492,Black,Divorced,69.32,1
1765,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Administration,Female,41219,Black,Divorced,,1
456,Contract,Zone B,Full-Time,IT/IS,Field Operations,MA,Administrator,Female,11294,White,Widowed,,1
182,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),MA,Welder,Female,21318,Other,Widowed,31.32,1
2445,Contract,Zone B,Full-Time,Production       ,Wireline Construction,MA,Operator,Male,97145,Hispanic,Married,57.81,1
2628,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Technician,Male,83604,Other,Divorced,37.73,0
2961,Part-Time,Zone A,Temporary,Production       ,Fielders,MA,Technician,Male,48911,Black,Divorced,,1
576,Contract,Zone A,Part-Time,Software Engineering,Field Operations,MA,Foreman,Female,2176,White,Married,,1
2488,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Male,14468,Asian,Widowed,32.82,0
2778,Contract,Zone C,Part-Time,Production       ,Aerial,MA,Lineman,Female,1864,Asian,Married,36.91,0
2713,Contract,Zone C,Full-Time,Production       ,Catv,MA,Laborer,Male,89284,Hispanic,Widowed,34.91,1
2557,Contract,Zone B,Temporary,Production       ,Engineers,MA,Engineer,Female,1821,Black,Divorced,49.83,1
1778,Full-Time,Zone B,Full-Time,Production       ,General - Sga,MA,Administrator,Female,32235,Black,Divorced,,1
1048,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Laborer,Male,86113,Other,Married,,1
2858,Contract,Zone B,Part-Time,Production       ,Wireline Construction,MA,Laborer,Male,81424,Other,Single,,0
2051,Full-Time,Zone A,Temporary,Production       ,General - Con,RI,Flagger,Female,6085,White,Single,,1
750,Contract,Zone A,Temporary,Production       ,Aerial,MA,Lineman,Female,13425,Other,Married,56.57,1
2544,Contract,Zone C,Temporary,Production       ,Aerial,MA,Splicer,Female,2149,White,Divorced,28.48,1
1499,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Director,Male,95240,Black,Single,24.92,1
788,Contract,Zone C,Temporary,Production       ,Aerial,MA,Laborer,Female,79625,Asian,Widowed,,1
2775,Contract,Zone A,Full-Time,Production       ,Engineers,MA,Engineer,Female,1810,Other,Single,,0
1427,Contract,Zone A,Full-Time,Production       ,Shop (Fleet),MA,Mechanic,Female,68252,Asian,Married,,1
966,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Flagger,Female,1775,Other,Single,,1
1250,Part-Time,Zone B,Part-Time,IT/IS,General - Con,OR,Foreman,Female,44156,Other,Widowed,,1
1201,Part-Time,Zone A,Temporary,IT/IS,Catv,MA,Foreman,Female,1886,Asian,Single,50.08,1
1714,Contract,Zone C,Full-Time,Production       ,Aerial,MA,Foreman,Female,73814,Hispanic,Married,,1
1015,Full-Time,Zone A,Temporary,Production       ,Safety,MA,Safety,Female,31956,Black,Single,31.24,1
2555,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Technician,Female,2170,Other,Married,,1
2545,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Laborer,Female,1460,Other,Widowed,76.83,1
367,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Foreman,Male,40836,Asian,Widowed,,1
1871,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Female,9493,Other,Married,,1
1853,Contract,Zone A,Temporary,Production       ,Catv,MA,Foreman,Female,2030,White,Married,39.58,0
2772,Full-Time,Zone B,Full-Time,Production       ,Engineers,MA,Engineer,Female,1778,Hispanic,Married,,1
2848,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Foreman,Male,66377,Other,Divorced,,1
242,Contract,Zone A,Temporary,Production       ,Finance & Accounting,MA,Clerk,Male,81928,Black,Widowed,,0
1682,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Tower Hand,Female,51689,Other,Divorced,,1
208,Part-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),MA,Runner,Female,71593,Hispanic,Single,46.08,1
137,Full-Time,Zone C,Temporary,Production       ,Aerial,MA,Lineman,Female,2122,White,Divorced,30.48,0
1973,Contract,Zone A,Part-Time,Production       ,General - Sga,MA,Supervisor,Male,28115,Black,Married,63.07,1
490,Part-Time,Zone C,Full-Time,IT/IS,General - Con,MA,Technician,Female,89635,Black,Widowed,31.16,1
293,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Female,31486,White,Single,,1
2722,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Female,19987,Black,Single,,1
2514,Part-Time,Zone B,Full-Time,Production       ,Engineers,MA,Engineer,Male,16333,Hispanic,Divorced,,1
2976,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Laborer,Female,66066,Asian,Married,49.82,0
873,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Female,91189,Black,Married,57.65,1
2855,Full-Time,Zone B,Full-Time,Production       ,Wireline Construction,MA,Lineman,Female,54457,Asian,Married,,1
638,Contract,Zone C,Temporary,Software Engineering,Engineers,MA,Engineer,Male,33438,Other,Widowed,,1
2929,Full-Time,Zone C,Part-Time,Production       ,General - Eng,MA,Technician,Female,34856,Asian,Married,,1
27,Full-Time,Zone C,Full-Time,IT/IS,General - Con,KY,Foreman,Male,10415,Hispanic,Married,,1
415,Part-Time,Zone B,Part-Time,IT/IS,Aerial,MA,Lineman,Female,40402,White,Divorced,,0
